soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,soil_type,crop_type,growth_stage,prev_irrigation,hours_since_irrigation,irrigation_required,water_quantity,duration_minutes,risk_level
65.45,36.24,80.65,1.33,16.8,3.7,Clay,Sugarcane,Fruiting,29.3,59.3,1,5.5,4.7,Medium
58.22,18.78,52.19,3.64,13.5,23.9,Peaty,Groundnut,Fruiting,17.9,36.8,0,0.0,0.0,Low
72.05,25.83,42.87,5.86,60.4,6.7,Silty,Maize,Fruiting,27.8,64.9,0,0.0,0.0,Low
63.28,29.08,84.2,1.19,34.0,35.8,Loamy,Rice,Germination,23.7,17.0,1,5.0,3.6,Medium
90.13,44.83,59.31,0.14,99.7,29.8,Sandy,Sugarcane,Flowering,6.4,7.6,0,0.0,0.0,Medium
51.98,35.94,37.87,1.61,3.3,5.4,Clay,Sugarcane,Flowering,10.3,64.8,1,12.0,7.8,Medium
83.37,15.76,37.05,0.34,78.5,4.5,Silty,Tomato,Germination,11.6,5.3,0,0.0,0.0,Low
39.61,37.42,72.86,1.02,6.2,34.3,Silty,Tomato,Germination,5.9,37.2,1,9.0,6.9,Medium
79.73,43.17,51.86,1.04,64.0,16.6,Loamy,Tomato,Fruiting,12.6,11.0,0,0.0,0.0,Medium
78.81,15.41,34.82,0.74,66.9,11.4,Clay,Maize,Fruiting,29.0,57.1,0,0.0,0.0,Low
62.47,37.3,74.43,1.58,63.2,23.1,Silty,Groundnut,Fruiting,17.9,68.2,0,0.0,0.0,Medium
91.94,19.46,85.3,5.29,65.2,18.3,Sandy,Wheat,Fruiting,24.9,36.0,0,0.0,0.0,Low
31.6,36.16,90.88,9.9,55.6,24.3,Clay,Tomato,Vegetative,20.9,5.1,0,0.0,0.0,Medium
31.67,39.93,43.83,0.2,7.5,10.1,Clay,Maize,Germination,23.2,23.2,1,14.6,9.2,High
67.57,42.22,67.49,0.84,38.7,38.9,Loamy,Wheat,Germination,0.5,70.5,0,0.0,0.0,Medium
60.31,34.76,50.34,2.24,55.5,15.9,Loamy,Sugarcane,Flowering,6.3,43.8,0,0.0,0.0,Medium
33.93,27.96,51.18,6.57,36.7,34.4,Clay,Wheat,Vegetative,15.9,10.4,1,13.8,8.8,Medium
69.37,41.34,77.31,0.83,98.5,36.1,Peaty,Groundnut,Flowering,15.9,64.9,0,0.0,0.0,Medium
31.79,21.97,23.77,0.83,34.5,33.3,Clay,Cotton,Flowering,22.6,31.6,1,18.1,11.4,Medium
60.77,20.35,81.94,0.6,38.7,9.5,Silty,Cotton,Fruiting,25.8,26.8,0,0.0,0.0,Low
27.18,19.8,33.7,3.32,40.8,6.3,Silty,Cotton,Germination,15.9,8.7,1,10.3,5.2,Medium
84.96,41.14,58.47,1.44,60.5,28.0,Peaty,Rice,Maturity,27.6,45.2,0,0.0,0.0,Medium
69.58,45.0,79.39,0.96,26.4,13.4,Silty,Maize,Maturity,0.8,16.6,0,0.0,0.0,Medium
69.6,36.98,76.55,0.47,9.9,34.5,Sandy,Tomato,Maturity,20.4,43.6,0,0.0,0.0,Medium
63.16,40.69,42.07,3.19,4.0,24.4,Silty,Tomato,Flowering,11.1,15.5,0,0.0,0.0,Medium
59.51,30.64,49.79,0.44,35.7,35.6,Loamy,Wheat,Maturity,8.3,26.5,0,0.0,0.0,Low
22.84,23.94,28.82,4.27,59.6,24.4,Clay,Cotton,Maturity,19.5,55.1,1,16.0,10.8,Medium
71.5,44.16,92.94,0.99,44.1,2.5,Silty,Tomato,Germination,17.1,27.7,0,0.0,0.0,Medium
59.98,40.98,28.39,2.76,40.1,7.6,Peaty,Sugarcane,Vegetative,28.2,56.3,1,5.0,3.0,High
50.65,23.08,20.76,1.24,45.3,22.7,Clay,Groundnut,Germination,1.9,33.8,0,0.0,0.0,Low
22.05,16.81,46.06,0.07,27.2,34.5,Sandy,Tomato,Flowering,13.1,8.5,1,16.3,10.9,High
36.26,43.99,78.56,0.66,55.8,4.5,Loamy,Wheat,Germination,19.8,23.8,1,5.0,3.7,High
64.65,27.13,81.03,2.71,54.8,37.1,Peaty,Sugarcane,Vegetative,15.4,3.0,0,0.0,0.0,Medium
45.67,32.32,55.65,1.44,30.8,24.7,Clay,Wheat,Germination,9.7,14.8,0,0.0,0.0,Low
85.13,37.64,25.36,5.36,3.7,10.1,Silty,Sugarcane,Flowering,25.9,56.3,0,0.0,0.0,Medium
47.19,29.17,86.69,7.01,65.9,29.3,Sandy,Wheat,Vegetative,18.1,49.6,0,0.0,0.0,Low
86.18,25.55,83.74,0.28,85.8,19.3,Loamy,Groundnut,Flowering,9.5,24.4,0,0.0,0.0,Low
55.77,16.22,64.65,3.85,96.1,16.2,Silty,Maize,Vegetative,18.1,20.9,0,0.0,0.0,Low
33.5,41.06,39.29,0.09,52.1,18.8,Loamy,Wheat,Vegetative,26.2,54.0,1,7.0,4.0,High
52.0,35.25,88.28,2.28,28.9,5.1,Sandy,Sugarcane,Flowering,10.6,51.1,1,6.0,3.0,Medium
63.98,15.15,63.52,5.08,3.6,0.1,Sandy,Tomato,Germination,20.5,29.2,0,0.0,0.0,Low
24.28,38.41,49.69,3.45,10.1,5.3,Peaty,Wheat,Maturity,1.4,39.0,1,11.6,8.2,High
12.65,16.81,65.12,2.27,52.1,27.4,Silty,Cotton,Germination,13.8,32.0,1,15.4,9.6,High
87.27,24.59,47.86,5.91,51.5,21.4,Clay,Rice,Flowering,14.7,49.1,0,0.0,0.0,Low
54.16,26.86,73.01,0.05,14.6,33.2,Sandy,Wheat,Vegetative,10.9,36.0,0,0.0,0.0,Low
72.24,32.0,43.99,0.89,60.7,32.7,Silty,Rice,Germination,8.3,14.8,0,0.0,0.0,Low
68.6,35.46,83.01,2.75,13.4,15.6,Peaty,Groundnut,Maturity,10.5,62.5,0,0.0,0.0,Medium
30.16,18.06,50.96,4.35,8.2,1.6,Peaty,Groundnut,Maturity,21.9,37.6,1,6.9,3.8,Medium
32.35,37.43,93.03,0.63,12.3,5.6,Loamy,Maize,Germination,15.9,70.2,1,11.4,7.5,Medium
43.42,23.72,84.23,0.49,36.7,5.0,Sandy,Tomato,Fruiting,1.2,19.6,1,5.5,3.0,Medium
84.3,31.64,45.07,8.83,84.5,39.3,Sandy,Maize,Vegetative,11.3,20.2,0,0.0,0.0,Low
51.04,17.56,64.46,0.44,43.6,38.6,Clay,Rice,Vegetative,1.0,30.8,1,15.0,9.7,Medium
55.98,29.22,83.15,1.26,95.8,8.4,Peaty,Tomato,Fruiting,26.2,54.2,0,0.0,0.0,Low
32.91,43.22,21.02,3.88,38.1,20.9,Silty,Wheat,Fruiting,9.6,1.1,1,14.2,9.5,High
44.92,40.1,80.71,0.06,54.3,36.3,Peaty,Sugarcane,Vegetative,10.6,23.8,1,14.6,8.4,High
71.87,28.38,48.67,0.39,99.0,33.0,Loamy,Cotton,Fruiting,14.3,46.7,0,0.0,0.0,Low
44.39,15.03,28.89,2.65,29.7,36.2,Sandy,Maize,Germination,6.2,39.3,1,5.0,4.6,Medium
69.04,37.94,89.88,1.38,68.6,24.1,Clay,Groundnut,Germination,26.7,0.2,0,0.0,0.0,Medium
61.46,31.96,19.4,1.37,13.9,27.6,Clay,Sugarcane,Germination,9.1,33.7,1,5.0,5.4,Medium
39.88,31.3,94.37,3.63,20.9,16.2,Sandy,Tomato,Vegetative,10.3,54.8,1,5.6,3.5,Medium
82.13,32.99,23.54,10.47,91.9,15.2,Silty,Rice,Fruiting,14.0,63.5,0,0.0,0.0,Medium
84.14,34.82,27.34,1.93,88.7,9.6,Silty,Cotton,Germination,20.3,16.1,0,0.0,0.0,Medium
22.88,24.58,67.61,4.3,50.1,35.3,Peaty,Tomato,Fruiting,27.7,14.1,1,28.8,17.0,High
72.25,24.86,23.52,3.54,81.9,35.5,Silty,Cotton,Germination,28.4,0.4,0,0.0,0.0,Low
76.37,20.59,54.3,2.13,10.5,1.4,Silty,Sugarcane,Flowering,16.0,23.9,0,0.0,0.0,Low
38.76,34.45,21.08,1.21,39.4,18.5,Silty,Maize,Fruiting,20.0,68.0,1,16.9,10.8,Medium
78.47,17.05,67.6,5.07,75.3,32.7,Sandy,Cotton,Flowering,22.1,19.6,0,0.0,0.0,Low
47.91,17.25,26.48,3.23,25.9,26.3,Loamy,Rice,Germination,11.9,7.4,1,10.0,5.8,High
16.04,35.65,39.01,7.21,29.4,14.9,Silty,Groundnut,Flowering,27.0,20.6,1,27.3,16.7,High
72.01,15.4,44.66,3.9,62.4,9.6,Sandy,Groundnut,Maturity,19.4,37.6,0,0.0,0.0,Low
89.61,40.55,47.67,3.71,81.2,8.5,Clay,Cotton,Maturity,2.1,64.9,0,0.0,0.0,Medium
37.24,34.27,50.09,5.24,7.2,7.9,Peaty,Maize,Fruiting,18.8,49.3,1,16.3,8.8,Medium
86.28,19.53,39.9,3.43,98.2,31.9,Peaty,Tomato,Flowering,10.3,47.6,0,0.0,0.0,Low
88.09,44.65,94.28,6.11,76.0,15.5,Loamy,Rice,Flowering,28.7,1.7,0,0.0,0.0,Medium
21.31,32.31,52.51,10.99,22.9,10.5,Peaty,Wheat,Fruiting,29.3,50.9,0,0.0,0.0,High
83.26,33.98,20.98,6.49,14.0,26.5,Clay,Rice,Germination,18.9,7.0,0,0.0,0.0,Medium
77.23,17.44,94.52,6.12,46.6,26.7,Loamy,Rice,Flowering,5.8,14.4,0,0.0,0.0,Low
71.94,16.47,55.24,3.05,68.7,2.3,Clay,Tomato,Fruiting,17.5,4.8,0,0.0,0.0,Low
37.05,21.11,21.56,20.55,58.2,7.2,Peaty,Tomato,Germination,18.5,9.9,0,0.0,0.0,Medium
87.83,40.69,44.84,4.73,21.2,29.5,Clay,Sugarcane,Fruiting,0.4,31.7,0,0.0,0.0,Medium
59.73,20.43,23.0,0.52,19.1,20.3,Loamy,Sugarcane,Flowering,21.5,3.7,1,6.0,3.0,Medium
46.38,21.84,59.38,2.48,70.0,39.9,Peaty,Cotton,Fruiting,2.0,5.6,0,0.0,0.0,Low
53.92,25.03,84.82,4.48,19.0,6.1,Silty,Sugarcane,Vegetative,12.4,67.1,1,10.5,7.0,Medium
40.28,39.54,25.46,1.03,30.6,6.4,Sandy,Cotton,Fruiting,0.4,21.7,1,5.5,3.7,High
34.31,32.06,24.43,3.27,24.1,4.8,Sandy,Groundnut,Fruiting,14.0,12.3,1,5.5,3.2,Medium
90.12,39.43,65.22,0.35,68.3,39.4,Loamy,Groundnut,Maturity,26.2,21.8,0,0.0,0.0,Medium
81.13,19.08,27.74,3.13,43.8,3.8,Sandy,Rice,Maturity,24.0,52.2,0,0.0,0.0,Low
50.16,26.81,81.83,1.48,1.1,14.1,Loamy,Tomato,Fruiting,28.5,67.8,1,5.5,3.0,Medium
39.27,20.33,77.12,4.7,14.5,37.3,Sandy,Groundnut,Flowering,18.9,46.2,1,6.0,3.0,Medium
39.3,36.23,61.48,0.28,35.3,2.0,Silty,Cotton,Flowering,27.2,0.2,1,8.7,4.6,Medium
41.71,24.01,44.8,0.54,33.6,23.4,Clay,Cotton,Germination,9.6,54.0,1,5.0,3.0,Medium
42.91,19.71,27.54,5.23,4.4,26.6,Silty,Rice,Flowering,23.6,65.7,1,32.5,19.4,High
80.19,24.95,93.02,2.63,46.2,26.3,Sandy,Sugarcane,Fruiting,11.8,2.4,0,0.0,0.0,Low
47.45,29.61,69.52,3.48,2.2,2.2,Peaty,Wheat,Maturity,5.7,45.5,1,5.0,4.3,Low
26.72,22.65,75.95,2.76,56.5,6.0,Silty,Wheat,Fruiting,8.5,14.9,1,21.5,13.2,Medium
49.26,34.99,42.4,2.26,84.0,2.7,Silty,Wheat,Vegetative,16.7,46.0,0,0.0,0.0,Medium
23.19,31.47,49.26,5.58,0.4,20.8,Silty,Groundnut,Flowering,22.3,3.1,1,18.4,11.4,Medium
93.2,24.23,51.85,6.19,98.0,9.9,Loamy,Tomato,Maturity,20.7,68.5,0,0.0,0.0,Low
83.17,16.29,46.91,0.06,99.7,4.9,Sandy,Rice,Germination,23.7,14.5,0,0.0,0.0,Low
67.21,23.71,36.51,2.45,41.0,36.8,Peaty,Wheat,Fruiting,14.5,25.9,0,0.0,0.0,Low
52.0,29.37,25.47,3.62,51.8,19.9,Silty,Sugarcane,Vegetative,27.1,6.5,1,11.0,6.3,Medium
83.02,16.12,30.72,3.03,66.3,29.9,Sandy,Tomato,Fruiting,19.8,55.2,0,0.0,0.0,Low
73.48,37.06,88.22,11.99,36.0,14.7,Silty,Wheat,Maturity,25.8,3.2,0,0.0,0.0,Medium
71.88,17.82,74.27,6.75,93.7,24.7,Sandy,Rice,Fruiting,22.2,7.9,0,0.0,0.0,Low
20.5,20.04,88.58,1.12,13.0,33.1,Peaty,Tomato,Vegetative,25.0,18.9,1,24.5,15.0,High
45.48,24.28,27.19,0.46,88.3,4.4,Clay,Groundnut,Vegetative,28.2,46.5,0,0.0,0.0,Low
31.11,40.51,23.31,4.83,39.4,6.4,Loamy,Tomato,Vegetative,27.6,8.0,1,16.9,10.3,High
91.84,21.98,64.64,5.14,85.7,32.0,Clay,Rice,Fruiting,10.0,36.5,0,0.0,0.0,Low
87.23,23.86,30.01,1.17,85.2,15.2,Loamy,Sugarcane,Vegetative,5.3,30.6,0,0.0,0.0,Low
94.81,40.37,32.49,0.06,65.2,2.1,Sandy,Groundnut,Maturity,18.3,33.9,0,0.0,0.0,Medium
51.44,16.12,67.64,3.14,58.4,7.3,Silty,Wheat,Flowering,1.7,43.9,0,0.0,0.0,Low
63.94,28.07,60.22,3.65,69.5,14.3,Clay,Wheat,Germination,16.9,66.6,0,0.0,0.0,Low
73.69,36.45,41.78,0.7,1.2,35.9,Sandy,Maize,Vegetative,1.8,37.6,0,0.0,0.0,Medium
92.56,34.1,33.94,5.29,86.8,20.9,Silty,Rice,Fruiting,25.3,52.7,0,0.0,0.0,Medium
52.89,33.37,33.93,0.71,66.9,36.6,Sandy,Wheat,Flowering,28.9,23.0,0,0.0,0.0,Medium
87.43,36.78,25.69,3.33,64.7,8.8,Silty,Sugarcane,Maturity,2.6,35.2,0,0.0,0.0,Medium
64.57,44.33,87.55,7.91,18.5,33.7,Clay,Sugarcane,Vegetative,21.2,15.7,1,5.0,3.5,High
66.12,31.17,82.06,0.98,62.1,19.2,Peaty,Maize,Fruiting,15.3,12.1,0,0.0,0.0,Low
89.16,25.07,51.82,0.9,76.7,15.2,Silty,Rice,Fruiting,0.6,9.8,0,0.0,0.0,Low
66.57,38.43,76.39,6.95,30.7,18.6,Peaty,Wheat,Fruiting,23.4,28.3,0,0.0,0.0,Medium
93.24,15.15,73.32,1.84,68.0,24.2,Peaty,Groundnut,Germination,8.7,56.6,0,0.0,0.0,Low
66.18,24.45,66.9,0.15,26.6,28.7,Clay,Sugarcane,Maturity,14.1,49.7,0,0.0,0.0,Low
69.45,15.33,67.95,4.06,29.4,19.1,Sandy,Groundnut,Fruiting,17.3,25.3,0,0.0,0.0,Low
59.46,16.13,47.15,9.32,39.2,21.0,Sandy,Rice,Maturity,17.9,70.4,0,0.0,0.0,Medium
52.13,25.25,76.5,4.95,25.3,21.6,Peaty,Maize,Maturity,12.6,16.4,1,5.0,3.0,Medium
64.33,27.7,71.06,0.39,26.6,33.4,Clay,Groundnut,Vegetative,16.2,2.3,0,0.0,0.0,Low
39.56,37.59,45.97,3.05,82.8,35.6,Peaty,Groundnut,Fruiting,24.4,25.2,0,0.0,0.0,Medium
71.4,33.18,62.14,0.31,59.5,39.9,Peaty,Wheat,Maturity,0.1,57.3,0,0.0,0.0,Medium
69.39,37.23,39.27,1.16,30.8,14.5,Sandy,Groundnut,Fruiting,23.3,70.2,0,0.0,0.0,Medium
84.17,21.64,34.13,4.73,70.4,31.7,Clay,Cotton,Germination,3.1,20.1,0,0.0,0.0,Low
21.63,41.44,48.62,3.08,27.8,7.2,Silty,Tomato,Germination,6.7,43.5,1,17.7,10.4,High
44.58,33.12,71.88,1.9,9.8,18.7,Silty,Rice,Flowering,20.5,56.9,1,32.9,20.9,High
56.27,27.31,33.89,2.16,3.4,20.6,Sandy,Maize,Flowering,10.7,54.9,1,6.0,3.6,Low
56.01,34.46,44.04,0.84,34.2,31.9,Loamy,Tomato,Flowering,7.6,58.9,1,6.0,3.3,Medium
74.25,29.0,25.82,3.81,29.2,2.0,Peaty,Maize,Maturity,14.5,20.2,0,0.0,0.0,Low
56.57,29.02,88.49,1.22,22.7,19.8,Peaty,Tomato,Flowering,11.7,24.9,0,0.0,0.0,Low
77.52,26.47,90.06,1.43,6.1,16.7,Silty,Rice,Vegetative,17.8,20.1,0,0.0,0.0,Low
40.92,31.52,68.87,9.8,42.2,30.6,Peaty,Sugarcane,Germination,26.7,45.6,0,0.0,0.0,High
49.97,40.1,89.99,2.01,56.7,10.3,Clay,Tomato,Fruiting,22.4,35.4,1,8.9,6.0,High
10.75,35.67,76.33,4.53,37.5,30.6,Clay,Cotton,Fruiting,14.3,57.2,1,38.6,25.4,High
46.44,32.05,23.58,1.41,56.5,31.9,Sandy,Tomato,Flowering,28.8,19.6,0,0.0,0.0,Medium
87.69,31.26,47.78,0.76,83.9,19.0,Clay,Wheat,Germination,14.2,40.1,0,0.0,0.0,Low
48.67,18.98,77.41,4.87,36.9,26.3,Clay,Maize,Vegetative,6.8,54.8,1,5.0,3.0,Medium
33.15,42.36,51.88,2.65,46.0,15.1,Sandy,Maize,Vegetative,20.6,51.7,1,10.9,5.9,High
94.1,16.78,48.02,0.27,86.1,24.9,Clay,Rice,Vegetative,0.6,30.5,0,0.0,0.0,Low
67.49,28.72,89.15,2.03,51.2,16.7,Clay,Maize,Germination,12.7,19.4,0,0.0,0.0,Low
40.18,22.29,62.67,1.46,46.0,6.2,Loamy,Maize,Fruiting,25.7,64.6,1,17.3,10.3,Medium
87.21,44.45,87.33,1.15,96.3,32.5,Loamy,Cotton,Flowering,0.5,68.7,0,0.0,0.0,Medium
30.92,27.07,82.46,0.27,41.7,15.0,Silty,Cotton,Flowering,9.2,15.1,0,0.0,0.0,Medium
14.61,27.78,28.61,1.39,59.0,28.2,Clay,Groundnut,Maturity,16.7,19.9,1,20.6,13.6,High
61.74,31.6,56.68,3.59,39.6,5.0,Silty,Sugarcane,Maturity,15.7,14.5,1,5.0,3.0,Medium
75.65,21.15,57.45,3.67,48.5,6.5,Clay,Maize,Germination,9.9,56.8,0,0.0,0.0,Low
60.56,39.13,52.59,0.59,7.9,15.6,Peaty,Rice,Vegetative,6.9,15.5,1,7.0,3.0,High
36.92,18.59,83.11,3.22,6.5,15.6,Peaty,Tomato,Fruiting,17.3,37.6,1,10.1,5.9,Medium
16.55,25.36,77.91,5.97,36.5,21.0,Peaty,Cotton,Germination,12.5,26.0,1,11.0,7.0,High
65.04,42.95,72.92,4.62,8.5,23.3,Loamy,Wheat,Vegetative,25.8,2.1,0,0.0,0.0,Medium
86.92,33.28,32.52,0.05,70.1,22.0,Peaty,Rice,Fruiting,24.4,31.3,0,0.0,0.0,Low
78.05,32.14,42.49,17.54,68.1,16.3,Silty,Maize,Maturity,12.5,64.0,0,0.0,0.0,Low
56.43,41.33,50.03,0.04,25.5,36.6,Silty,Wheat,Vegetative,22.1,23.4,0,0.0,0.0,Medium
90.71,25.09,46.94,0.29,62.5,9.5,Peaty,Rice,Flowering,11.8,33.0,0,0.0,0.0,Low
66.44,25.15,25.55,1.0,71.7,25.4,Peaty,Sugarcane,Flowering,3.4,27.1,0,0.0,0.0,Low
91.83,20.5,50.56,4.42,98.0,38.0,Clay,Sugarcane,Germination,4.8,65.8,0,0.0,0.0,Low
69.3,37.69,24.77,7.5,17.2,6.3,Silty,Tomato,Germination,26.1,6.7,0,0.0,0.0,Medium
82.37,44.69,45.04,2.64,77.9,36.8,Loamy,Wheat,Maturity,20.2,33.6,0,0.0,0.0,Medium
76.68,29.0,84.35,5.83,81.6,2.5,Loamy,Rice,Maturity,26.3,64.7,0,0.0,0.0,Low
73.85,42.35,48.74,0.66,60.6,29.7,Clay,Rice,Flowering,23.9,15.0,0,0.0,0.0,Medium
53.93,44.3,66.42,0.49,4.7,21.5,Loamy,Rice,Vegetative,9.0,17.6,1,11.0,7.3,High
59.3,30.07,87.79,2.58,44.7,26.6,Sandy,Groundnut,Maturity,8.5,7.7,0,0.0,0.0,Low
74.52,35.7,81.01,8.65,65.9,19.0,Peaty,Sugarcane,Germination,10.8,24.1,0,0.0,0.0,Medium
80.88,23.8,85.58,2.77,45.3,8.9,Sandy,Rice,Vegetative,27.1,16.9,0,0.0,0.0,Low
24.21,35.99,26.74,0.25,13.6,22.5,Clay,Wheat,Fruiting,8.3,46.6,1,20.5,12.5,High
52.86,37.55,85.61,2.77,81.6,12.5,Peaty,Groundnut,Maturity,12.9,48.8,0,0.0,0.0,Medium
76.9,34.35,91.35,3.75,79.6,36.2,Loamy,Groundnut,Flowering,8.7,62.6,0,0.0,0.0,Medium
53.58,36.62,49.33,0.38,76.3,6.7,Peaty,Groundnut,Fruiting,23.5,53.4,0,0.0,0.0,Medium
64.82,41.44,45.79,4.62,22.4,30.9,Clay,Rice,Flowering,3.2,19.7,1,6.0,5.1,High
70.42,31.54,65.41,5.56,41.8,21.3,Sandy,Cotton,Maturity,16.0,41.3,0,0.0,0.0,Low
68.53,39.98,69.21,0.99,79.7,17.1,Sandy,Sugarcane,Germination,29.8,30.6,0,0.0,0.0,Medium
53.65,15.71,67.21,1.72,45.7,32.7,Loamy,Tomato,Flowering,26.6,51.3,0,0.0,0.0,Medium
87.3,26.48,51.89,0.7,94.8,37.9,Silty,Tomato,Flowering,28.1,47.9,0,0.0,0.0,Low
68.0,31.88,69.9,1.19,40.9,9.2,Peaty,Cotton,Maturity,14.9,71.7,0,0.0,0.0,Low
83.99,36.37,65.94,2.6,99.7,11.1,Clay,Wheat,Vegetative,17.4,70.3,0,0.0,0.0,Medium
41.97,38.14,71.11,2.51,39.7,34.8,Silty,Wheat,Flowering,9.0,45.3,1,6.0,5.2,High
79.33,34.75,56.88,4.79,6.1,35.6,Loamy,Tomato,Flowering,0.5,69.7,0,0.0,0.0,Medium
82.41,14.95,74.17,0.06,97.3,8.9,Peaty,Tomato,Maturity,13.0,4.3,0,0.0,0.0,Low
85.01,24.56,28.34,1.83,98.4,20.6,Loamy,Tomato,Germination,20.5,61.2,0,0.0,0.0,Low
57.45,25.5,92.92,4.55,28.3,22.6,Clay,Sugarcane,Maturity,14.7,25.6,1,7.0,3.0,Medium
69.66,28.77,34.92,0.52,47.3,30.5,Sandy,Groundnut,Vegetative,23.6,63.1,0,0.0,0.0,Low
93.81,27.16,88.81,0.24,71.5,29.4,Loamy,Groundnut,Flowering,23.1,27.5,0,0.0,0.0,Low
41.37,42.76,23.61,0.25,24.5,10.2,Clay,Sugarcane,Flowering,11.7,42.3,1,29.1,18.7,High
60.48,17.43,42.42,0.44,46.7,6.2,Loamy,Sugarcane,Maturity,6.6,53.2,0,0.0,0.0,Medium
80.37,33.67,55.92,1.63,88.7,9.8,Loamy,Rice,Germination,9.9,55.5,0,0.0,0.0,Medium
92.84,33.94,74.61,7.5,88.4,33.7,Silty,Maize,Germination,16.1,0.5,0,0.0,0.0,Medium
75.78,25.69,83.97,6.99,50.0,17.9,Peaty,Sugarcane,Flowering,21.2,23.7,0,0.0,0.0,Low
65.65,43.9,71.47,7.84,78.4,29.1,Loamy,Cotton,Fruiting,9.7,60.9,0,0.0,0.0,Medium
42.24,33.61,90.38,0.54,54.3,2.3,Sandy,Maize,Flowering,4.4,13.5,0,0.0,0.0,Medium
67.48,32.93,22.47,1.9,56.4,0.7,Peaty,Tomato,Maturity,8.9,32.6,0,0.0,0.0,Low
87.93,38.22,49.95,1.45,65.8,3.7,Clay,Rice,Germination,1.3,13.7,0,0.0,0.0,Medium
25.5,18.13,79.98,2.33,15.7,18.9,Sandy,Tomato,Vegetative,17.4,24.5,1,15.3,8.6,High
62.81,24.58,23.31,3.16,98.8,25.4,Peaty,Wheat,Flowering,20.0,41.1,0,0.0,0.0,Low
95.23,36.88,68.5,0.3,69.5,29.0,Silty,Cotton,Flowering,20.8,49.5,0,0.0,0.0,Medium
29.03,38.47,29.05,3.18,29.6,30.4,Loamy,Wheat,Maturity,20.5,21.2,1,9.0,5.7,High
49.76,28.75,74.09,5.86,30.3,8.8,Silty,Cotton,Fruiting,27.4,25.1,0,0.0,0.0,Low
25.14,42.01,25.41,1.08,32.0,17.4,Silty,Wheat,Maturity,14.9,47.8,1,11.7,9.1,High
27.77,38.59,28.76,1.57,32.4,23.4,Clay,Cotton,Vegetative,19.1,26.5,1,16.5,10.9,High
13.97,25.08,42.29,1.93,21.5,11.4,Sandy,Groundnut,Germination,9.1,23.1,1,8.8,5.4,High
65.06,17.04,63.78,0.94,92.6,11.6,Peaty,Wheat,Fruiting,25.2,31.6,0,0.0,0.0,Low
69.79,17.95,79.61,0.87,5.9,16.0,Clay,Maize,Vegetative,3.8,48.4,0,0.0,0.0,Low
63.72,37.63,38.19,2.22,18.4,11.3,Peaty,Sugarcane,Vegetative,22.1,6.8,1,5.0,3.0,Medium
75.94,19.51,38.54,4.61,43.4,8.1,Silty,Rice,Germination,22.0,9.0,0,0.0,0.0,Low
80.3,24.96,90.08,17.83,68.6,22.9,Loamy,Wheat,Fruiting,23.1,53.2,0,0.0,0.0,Low
58.98,14.92,42.02,2.93,12.0,2.8,Peaty,Groundnut,Flowering,13.6,61.6,0,0.0,0.0,Low
40.14,31.67,36.48,0.39,51.8,21.9,Loamy,Tomato,Flowering,18.9,4.9,0,0.0,0.0,Medium
64.84,35.77,85.25,3.07,92.9,33.7,Peaty,Sugarcane,Germination,20.1,21.9,0,0.0,0.0,Medium
73.55,27.22,82.44,2.16,73.1,0.8,Sandy,Tomato,Vegetative,27.0,16.2,0,0.0,0.0,Low
65.61,22.37,76.23,0.5,39.6,26.2,Clay,Wheat,Flowering,23.7,52.0,0,0.0,0.0,Low
53.6,35.41,35.46,4.76,47.9,21.5,Clay,Maize,Maturity,8.6,18.0,0,0.0,0.0,Medium
42.47,20.36,93.02,2.39,18.3,33.6,Sandy,Tomato,Maturity,27.0,18.8,1,5.0,3.1,Medium
60.58,38.28,53.65,2.28,42.9,28.1,Peaty,Groundnut,Vegetative,15.2,34.6,0,0.0,0.0,Medium
50.58,42.46,45.6,2.23,13.8,37.8,Peaty,Cotton,Flowering,1.6,11.2,0,0.0,0.0,Medium
51.02,43.29,51.63,3.72,46.0,13.1,Peaty,Tomato,Flowering,12.8,70.6,1,6.6,3.9,High
73.43,22.18,49.91,0.76,35.3,29.1,Clay,Rice,Vegetative,2.4,45.9,0,0.0,0.0,Low
24.49,36.53,36.52,7.01,49.1,27.2,Clay,Wheat,Flowering,7.7,42.2,1,26.5,13.9,High
23.31,25.16,90.01,0.63,18.8,22.6,Peaty,Maize,Flowering,24.0,31.7,1,27.6,15.7,High
86.99,39.12,44.38,1.84,72.1,17.3,Sandy,Tomato,Vegetative,19.9,29.6,0,0.0,0.0,Medium
68.06,44.34,82.95,7.29,14.2,8.5,Clay,Sugarcane,Maturity,15.1,21.5,1,5.0,3.0,Medium
48.2,20.22,75.69,0.38,24.0,7.9,Silty,Wheat,Vegetative,26.2,36.8,0,0.0,0.0,Low
56.7,33.88,37.25,3.06,97.2,37.9,Sandy,Cotton,Germination,5.1,40.4,0,0.0,0.0,Medium
81.72,40.62,39.1,2.54,84.4,36.8,Clay,Rice,Vegetative,19.2,0.2,0,0.0,0.0,Medium
77.81,38.55,54.41,6.26,85.5,35.1,Clay,Cotton,Flowering,9.1,34.7,0,0.0,0.0,Medium
76.99,31.51,25.15,0.04,89.0,19.6,Silty,Maize,Flowering,8.4,39.1,0,0.0,0.0,Low
67.57,39.39,28.39,0.31,81.7,31.9,Sandy,Cotton,Germination,3.3,37.2,0,0.0,0.0,Medium
